order_id,beer_id,amount
9440,215,2
9441,96,2
9442,269,2
9443,772,2
9444,1084,16
9444,1994,2
9445,128,2
9446,1050,2
9447,591,2
9447,1765,2
9447,1495,2
9447,1131,2
9448,1570,2
9449,1063,16
9449,1506,2
9450,1561,4
9451,1473,2
9452,498,2
9452,1779,2
9453,1260,4
9454,1759,2
9455,1524,2
9456,296,4
9456,464,2
9457,725,2
9457,576,2
9457,721,2
9457,136,8
9457,1054,2
9458,752,2
9459,73,2
9460,238,4
9461,1693,2
9461,873,2
9462,1760,2
9462,789,2
9462,231,8
9463,499,2
9464,382,2
9465,1218,4
9465,88,128
9466,844,32
9467,1067,2
9467,860,2
9467,1881,2
9467,586,16
9468,1374,2
9469,1468,2
9470,1950,2
9470,982,2
9470,1535,2
9471,1322,2
9472,1817,2
9473,1086,2
9474,797,8
9475,1638,2
9476,1108,2
9477,1430,4
9478,467,2
9479,633,64
9480,137,2
9481,1906,2
9482,1750,2
9483,1271,2
9484,1817,2
9485,989,2
9485,1371,256
9486,899,4
9486,328,2
9487,1282,4
9488,302,2
9489,1995,128
9490,1247,2
9490,381,2
9490,738,2
9490,1788,4
9490,1683,2
9491,1950,4
9492,1245,2
9493,1096,4
9494,1435,2
9495,1778,2
9496,1310,2
9497,1775,64
9498,987,2
9499,503,2
9500,1983,2
9501,856,2
9502,1648,2
9503,1034,2
9504,1670,2
9504,536,2
9504,1218,2
9505,298,2
9505,199,2
9505,361,2
9505,96,2
9505,1054,4
9506,1491,2
9507,480,2
9508,1594,4
9509,789,2
9510,140,4
9511,1239,2
9512,80,4
9513,493,2
9513,1809,2
9513,438,128
9514,620,2
9515,724,2
9516,1815,2
9517,481,2
9517,1433,2
9517,373,2
9517,1344,32
9517,363,2
9518,1768,8
9519,595,2
9520,98,2
9521,1996,2
9522,1229,2
9523,855,4
9524,827,2
9524,746,2
9524,954,2
9524,613,2
9524,1749,2
9525,116,2
9525,1892,2
9526,1468,128
9526,565,256
9527,701,2
9528,1004,2
9529,903,2
9529,1297,4
9529,981,2
9530,1883,2
9531,1368,2
9532,1960,2
9533,546,4
9534,148,4
9534,1523,2
9534,1744,8
9534,559,8
9534,876,64
9535,648,2
9536,61,2
9537,623,2
9538,281,2
9539,1747,2
9540,1547,2
9541,862,2
9541,770,2
9542,117,2
9543,1391,2
9544,930,2
9545,1033,2
9545,1360,2
9546,1286,64
9547,1553,8
9547,1328,2
9547,783,2
9548,1015,2
9549,742,2
9550,478,64
9550,823,16
9550,153,2
9551,1828,4
9552,1243,2
9553,1932,4
9554,1345,4
9555,1214,2
9555,1986,2
9556,533,256
9557,1930,2
9558,189,2
9559,459,2
9560,122,2
9561,526,2
9562,164,2
9563,1796,2
9564,260,8
9565,921,2
9566,1693,2
9567,1845,2
9567,833,2
9568,169,2
9569,1044,2
9570,1603,2
9570,1624,2
9571,1970,2
9571,10,32
9572,930,8
9572,369,2
9573,580,2
9574,1620,4
9575,1153,16
9576,1328,2
9577,46,2
9578,1268,2
9579,74,2
9579,602,4
9579,355,2
9580,1695,2
9581,1900,8
9581,1413,2
9582,982,2
9583,316,4
9583,11,2
9584,244,2
9585,1541,8
9586,952,2
9587,573,2
9588,1578,2
9589,826,2
9590,287,2
9591,1409,2
9592,1033,2
9593,1355,2
9594,1288,2
9594,1689,8
9594,402,2
9595,58,128
9596,654,2
9596,772,2
9596,472,2
9597,1452,2
9598,311,32
9599,905,2
9600,487,2
9601,980,4
9601,991,16
9601,226,128
9601,1361,2
9601,1073,2
9602,1518,2
9603,1904,8
9604,1832,64
9605,981,2
9605,38,4
9605,1070,2
9605,1296,2
9606,1789,2
9607,129,2
9608,336,2
9609,1763,2
9610,1436,2
9611,1024,2
9612,364,2
9613,644,2
9613,1965,2
9613,1546,8
9613,1697,4
9614,1528,2
9615,626,2
9616,822,2
9617,301,4
9618,1352,16
9618,850,128
9618,790,2
9619,801,2
9620,1790,4
9621,1725,2
9622,1878,4
9623,1828,2
9624,218,2
9625,736,2
9626,678,2
9627,1344,2
9627,1738,2
9627,1843,2
9628,1227,4
9629,1773,2
9630,1726,2
9631,1606,2
9632,1366,2
9632,764,2
9632,19,2
9633,530,2
9633,776,2
9633,1923,2
9634,1663,2
9635,455,2
9636,1614,4
9636,1482,2
9636,1830,2
9637,2000,2
9637,1851,4
9637,1072,2
9637,519,32
9638,1003,8
9639,13,4
9640,587,2
9640,852,2
9641,1415,64
9641,1795,2
9641,108,2
9642,602,2
9643,87,2
9644,717,2
9645,1129,32
9646,1108,2
9647,1202,8
9647,568,32
9648,359,2
9649,414,4
9650,1204,16
9651,1032,2
9652,1459,2
9653,994,64
9654,1927,4
9654,386,2
9655,1473,2
9656,1488,8
9657,100,128
9657,504,256
9657,1704,4
9657,1065,2
9657,1014,2
9658,606,2
9659,160,16
9659,242,2
9660,805,2
9661,1644,2
9661,1523,2
9661,547,128
9662,462,8
9663,1824,2
9664,1908,2
9665,1399,2
9666,888,2
9667,622,2
9668,662,2
9668,352,64
9668,298,4
9669,1440,128
9670,478,2
9670,1807,2
9670,211,16
9671,1225,2
9672,1818,16
9673,1066,2
9674,64,64
9675,1174,2
9676,490,2
9676,54,2
9676,1579,2
9677,1857,8
9677,1656,2
9677,555,2
9677,1386,128
9678,990,2
9679,1059,2
9680,1503,64
9681,979,2
9681,97,16
9682,1758,2
9683,421,2
9684,843,2
9685,34,2
9685,975,2
9686,1667,32
9686,530,2
9687,797,2
9688,644,2
9689,1842,4
9689,702,2
9690,1754,2
9690,1782,2
9690,1302,16
9690,1670,2
9690,1072,2
9691,1078,32
9692,1960,64
9693,1949,2
9694,223,2
9695,431,256
9696,974,32
9697,1595,2
9698,305,2
9698,1664,2
9698,151,128
9698,931,16
9699,1033,2
9700,1545,2
9701,652,2
9701,111,2
9702,286,2
9703,1351,2
9703,878,2
9704,485,2
9704,681,2
9704,146,2
9704,1410,8
9704,1588,2
9705,21,2
9705,317,2
9705,678,2
9706,1918,2
9707,1925,2
9708,1580,2
9709,1545,2
9710,1743,2
9711,1142,2
9712,449,2
9713,1537,4
9714,324,4
9715,890,2
9716,1789,2
9717,1013,2
9718,649,2
9718,1526,2
9718,1888,2
9719,681,2
9719,1621,2
9720,733,2
9721,1185,2
9722,911,2
9722,442,2
9722,1429,8
9722,1282,2
9723,267,32
9724,435,2
9725,386,2
9726,312,2
9726,1595,2
9727,1484,2
9728,946,64
9729,587,16
9730,1795,2
9731,1871,2
9731,939,2
9732,633,4
9732,1331,2
9732,1239,2
9733,1629,2
9734,1498,2
9734,659,4
9735,1422,8
9736,154,2
9737,930,8
9738,1969,2
9738,1098,32
9739,569,2
9740,995,16
9741,753,2
9741,1875,2
9741,273,2
9742,1,16
9742,194,2
9743,942,2
9744,1046,2
9745,1198,2
9745,586,2
9745,1606,2
9745,641,2
9746,1003,4
9747,189,32
9748,779,2
9749,1519,2
9750,514,2
9751,50,2
9751,1247,4
9752,203,2
9753,586,4
9754,1057,2
9755,761,4
9756,1450,64
9756,307,2
9757,727,2
9758,1373,2
9759,211,2
9760,437,2
9760,1816,2
9760,1026,2
9760,596,2
9761,549,2
9761,1973,2
9761,209,2
9762,1738,2
9763,1705,2
9763,1054,2
9763,63,2
9763,1010,2
9763,1634,2
9764,1571,4
9764,1739,2
9764,1168,2
9765,1815,2
9766,1768,2
9767,451,2
9768,1923,2
9769,652,2
9769,1204,2
9769,1185,128
9770,1646,2
9770,684,2
9771,894,2
9771,436,256
9772,771,2
9773,1316,4
9774,1540,4
9775,1365,2
9776,1889,2
9776,1379,2
9777,1779,2
9778,1064,2
9779,1905,2
9780,1770,2
9781,1788,32
9782,1263,8
9783,205,16
9783,1111,2
9783,416,64
9784,412,32
9785,935,32
9786,560,128
9787,484,2
9787,1618,2
9787,898,4
9788,1934,2
9789,1823,2
9789,1902,2
9789,354,2
9790,99,2
9791,1378,4
9792,604,8
9793,369,2
9794,891,4
9795,503,256
9796,1204,128
9797,2000,256
9798,375,2
9799,849,4
9800,1194,2
9801,1451,2
9802,1062,16
9803,1048,2
9803,707,2
9804,1006,2
9805,1733,2
9806,1404,2
9807,62,2
9808,1090,2
9809,1336,2
9810,1318,2
9811,1083,2
9812,106,256
9813,1923,256
9814,802,2
9814,1584,2
9815,69,2
9816,1813,2
9817,1589,128
9818,31,2
9818,242,2
9818,1398,8
9819,837,2
9819,140,2
9820,1874,2
9821,1640,2
9822,853,2
9823,841,2
9824,1324,2
9825,1251,4
9826,409,2
9826,1427,2
9827,1414,2
9828,1476,2
9829,280,2
9830,1306,2
9830,519,4
9831,672,2
9832,260,16
9833,5,2
9833,666,2
9833,766,8
9833,835,2
9834,289,128
9834,1359,8
9835,523,2
9836,364,2
9836,1434,64
9836,194,2
9836,961,128
9836,725,2
9837,1190,2
9837,349,2
9838,1077,2
9839,1224,4
9840,389,64
9841,109,2
9842,1060,4
9843,305,32
9844,1970,2
9845,924,4
9846,496,2
9846,760,2
9846,352,2
9847,142,2
9848,1236,32
9849,1141,2
9850,265,4
9851,564,2
9851,1739,2
9851,509,16
9851,782,2
9852,1004,2
9853,149,2
9854,186,16
9855,1201,2
9856,1347,2
9857,289,2
9858,1178,4
9859,505,2
9860,1799,2
9861,885,2
9862,1625,32
9862,1434,2
9863,26,8
9864,1826,2
9865,1518,2
9866,1057,2
9867,442,16
9868,1683,2
9869,676,64
9870,1846,2
9871,219,2
9872,494,2
9873,888,2
9874,920,8
9875,1511,2
9875,1550,2
9875,1090,256
9876,1278,32
9877,1322,2
9878,1326,2
9879,334,2
9879,835,2
9879,1784,2
9880,492,2
9880,1846,128
9881,1380,2
9882,507,2
9882,1524,256
9882,1853,2
9882,137,2
9883,1565,2
9884,1704,2
9885,1342,4
9886,1352,2
9887,1401,2
9888,718,2
9889,439,2
9890,665,2
9890,876,2
9890,290,4
9891,640,2
9892,300,2
9892,156,2
9893,1069,2
9894,458,2
9895,1734,2
9895,1933,8
9896,1148,2
9896,1643,2
9897,190,2
9898,1977,16
9898,50,2
9898,1629,256
9899,612,4
9900,1996,2
9901,1628,2
9902,1738,4
9903,955,2
9904,148,2
9905,1332,2
9906,1495,2
9907,1916,4
9908,1789,2
9909,1081,2
9909,1342,2
9909,1761,8
9909,1940,32
9910,332,4
9910,1269,2
9911,1528,2
9912,1815,2
9913,163,32
9914,259,32
9915,1126,2
9916,1560,2
9917,1919,2
9918,1103,64
9919,1057,4
9920,1690,2
9921,1308,2
9921,259,2
9921,1906,2
9921,1712,32
9921,707,2
9922,1447,2
9923,677,2
9923,1924,2
9923,1558,2
9924,1489,4
9924,488,2
9924,100,2
9925,907,2
9926,839,2
9926,145,2
9926,332,128
9926,1609,32
9927,1437,2
9927,1036,2
9928,840,2
9929,482,2
9930,506,2
9930,682,8
9931,711,2
9932,1278,2
9933,220,2
9934,806,64
9935,727,2
9936,1206,2
9937,584,128
9938,1651,2
9939,1831,2
9940,15,2
9941,1383,2
9942,311,2
9943,1393,2
9944,1110,2
9944,1919,2
9944,1015,2
9944,1194,2
9944,1459,2
9945,1864,4
9945,824,32
9946,1306,32
9947,613,2
9948,1436,2
9948,1082,2
9948,1161,2
9948,579,2
9948,1249,2
9949,1716,4
9950,877,2
9951,594,64
9952,855,4
9953,1368,2
9953,762,2
9954,274,2
9954,793,2
9954,1856,8
9954,1994,2
9955,580,2
9956,1586,8
9957,169,256
9958,1141,2
9958,1883,2
9959,787,32
9960,1376,8
9961,1478,8
9962,169,2
9963,1447,2
9964,802,256
9964,908,16
9965,29,2
9966,279,2
9967,1452,2
9968,275,2
9968,1307,16
9969,1466,2
9970,75,8
9971,1120,2
9972,1163,2
9973,1787,2
9974,963,2
9975,364,2
9976,1378,2
9977,1590,2
9978,1248,2
9979,1705,4
9979,924,2
9979,630,128
9979,702,2
9980,316,2
9981,718,2
9982,469,2
9983,893,8
9984,794,2
9985,1532,2
9986,1290,2
9986,1201,2
9986,1523,2
9986,1489,2
9986,1566,64
9987,197,2
9987,962,16
9987,1153,2
9987,172,32
9987,526,2
9988,597,2
9989,1909,2
9990,230,2
9991,1389,2
9992,740,128
9993,1980,256
9994,122,2
9995,1950,2
9996,408,8
9997,1605,2
9998,1047,2
9999,1360,2
10000,1850,32
10001,669,4
10002,1119,2
10003,1454,2
10004,1610,2
10005,103,2
10006,586,2
10007,1457,2
10008,1633,2
10009,1039,16
10010,279,2
10011,1414,2
10011,753,2
10011,1530,64
10012,599,2
10013,1834,2
10014,1802,64
10014,1617,4
10015,4,16
10015,1218,2
10016,35,2
10017,514,2
10018,1832,2
10018,408,2
10018,1186,2
10018,796,4
10019,639,2
10020,376,2
10021,891,16
10022,1607,2
10022,1752,2
10023,850,128
10024,393,16
10025,1595,4
10026,763,32
10026,1567,2
10027,1084,2
10028,1130,2
10028,399,2
10028,1795,2
10028,391,2
10028,576,32
10029,1155,2
10030,84,2
10030,1754,2
10030,494,2
10031,1808,2
10031,1083,2
10031,228,2
10031,1902,128
10032,474,2
10033,63,8
10034,1762,2
10034,1207,2
10034,573,2
10034,542,2
10035,1961,2
10036,997,256
10037,1758,2
10038,1959,2
10039,1376,2
10039,367,32
10039,1700,2
10039,876,2
10040,462,64
10041,824,2
10042,655,2
10043,1848,2
10043,800,2
10043,598,2
10043,1928,2
10044,28,64
10044,948,2
10044,353,2
10044,1235,32
10044,1515,2
10045,909,8
10046,253,2
10047,1520,32
10048,1726,2
10049,184,2
10049,21,2
10050,869,2
10051,1317,2
10052,1302,2
10052,1222,2
10052,903,2
10053,716,2
10053,649,4
10054,1847,2
10055,428,2
10056,840,2
10057,1940,32
10058,1538,2
10059,1754,2
10060,1542,2
10060,1853,2
10060,103,4
10060,1781,2
10060,1043,2
10061,547,2
10062,1475,32
10063,1427,2
10063,1735,2
10064,486,16
10065,92,2
10065,952,2
10065,1220,2
10065,357,2
10066,874,2
10067,1404,2
10068,731,2
10068,169,2
10069,1224,2
10070,1274,16
10071,1121,2
10072,1177,2
10072,1150,2
10072,1746,64
10072,866,2
10072,649,2
10073,1570,128
10073,215,2
10073,1549,2
10074,1063,2
10075,224,2
10076,1019,8
10077,1753,2
10077,179,2
10078,383,2
10079,1330,2
10080,1691,2
10081,1612,2
10082,469,2
10082,586,32
10082,942,16
10082,1660,2
10083,76,2
10084,1425,2
10085,693,2
10086,1375,4
10087,219,2
10087,1881,2
10087,799,2
10087,614,2
10088,955,2
10088,504,4
10089,1651,2
10089,1626,2
10089,604,8
10089,1945,2
10089,1657,2
10090,785,2
10091,497,2
10091,425,4
10092,503,2
10093,1611,2
10094,548,2
10095,398,4
10095,1907,4
10096,1061,8
10097,920,128
10098,191,2
10099,1578,2
10099,1779,2
10100,1652,2
10101,359,8
10102,734,4
10103,855,64
10103,1933,8
10103,1485,2
10104,1267,2
10105,1143,2
10105,1265,64
10105,1725,2
10105,1609,2
10106,1496,2
10107,330,256
10107,88,2
10107,1066,2
10107,1963,2
10108,1489,16
10109,249,2
10110,703,2
10111,1249,128
10112,584,2
10113,45,16
10114,1130,2
10114,136,2
10115,734,2
10116,1676,2
10117,1069,2
10118,1511,2
10119,440,2
10119,1505,2
10119,1452,4
10119,953,8
10120,1307,2
10121,206,8
10122,1497,2
10123,297,8
10123,434,8
10123,1983,2
10123,1802,2
10123,1531,2
10124,1853,2
10125,1491,4
10126,971,2
10126,1741,4
10127,1451,2
10127,552,2
10127,920,2
10128,830,2
10129,579,2
10130,1881,2
10131,1232,32
10132,276,2
10133,789,8
10134,450,2
10135,416,2
10136,1914,2
10137,1799,2
10138,1312,4
10139,482,2
10139,836,2
10139,846,4
10139,1999,2
10139,1287,2
10140,1308,64
10141,463,2
10141,1592,2
10141,1373,4
10142,680,4
10143,1255,4
10144,1980,2
10145,1404,2
10146,1487,8
10147,1797,2
10147,811,2
10147,358,2
10147,1325,2
10148,442,2
10149,791,2
10150,725,64
10151,739,256
10152,175,2
10153,213,2
10154,1141,2
10154,1458,2
10154,540,32
10155,151,2
10156,1279,2
10157,1171,2
10157,1364,2
10158,1064,32
10159,59,2
10160,106,2
10160,1597,4
10160,1531,2
10160,1995,2
10161,697,2
10162,552,2
10163,476,8
10164,1147,128
10165,1666,2
10165,1581,2
10166,701,2
10167,270,2
10168,429,4
10169,1245,16
10170,57,2
10170,1501,2
10171,1080,2
10172,105,2
10173,670,2
10174,574,2
10175,119,2
10175,169,2
10175,759,2
10175,781,2
10176,1651,2
10177,1468,2
10178,631,2
10179,900,2
10179,13,8
10179,1752,2
10180,1789,64
10181,992,2
10181,1526,2
10182,1857,2
10183,1970,2
10184,1881,2
10185,611,8
10185,1809,2
10186,1144,4
10187,1515,2
10188,207,2
10188,1209,256
10188,1354,2
10188,1906,8
10188,1924,2
10189,1104,2
10189,154,2
10189,1266,4
10189,1379,2
10190,774,2
10191,1938,2
10192,1996,2
10192,1685,2
10192,30,4
10192,103,4
10193,605,16
10194,1096,2
10195,523,2
10196,1590,2
10197,289,2
10197,428,2
10198,753,2
10198,1109,2
10198,1369,4
10199,1726,2
10199,1770,2
10199,857,4
10199,797,4
10200,191,2
10201,212,8
10202,1753,32
10203,1922,2
10203,1615,2
10204,845,4
10205,449,2
10206,1716,2
10207,1677,2
10208,647,2
10208,4,2
10208,1873,8
10209,767,2
10209,1063,2
10210,1714,2
10211,1409,2
10212,1668,16
10213,1162,2
10214,932,2
10215,412,2
10216,1785,2
10217,217,4
10218,1203,8
10219,1602,2
10219,1723,2
10219,1745,2
10219,341,2
10220,1167,2
10221,328,2
10221,568,2
10222,277,16
10223,1580,2
10224,1333,2
10225,1752,2
10225,1383,2
10225,1458,8
10225,917,8
10225,659,2
10226,1435,2
10227,1642,2
10227,1069,32
10227,254,2
10227,1707,2
10227,102,4
10228,1515,2
10228,1731,2
10229,489,2
10230,1037,2
10231,580,2
10232,631,2
10233,1957,64
10234,1544,2
10235,1670,2
10236,111,64
10237,1187,2
10238,1012,2
10239,1417,2
10240,1116,2
10241,557,4
10242,249,2
10243,1692,2
10244,1947,2
10244,1632,16
10244,1613,2
10244,1215,2
10245,1517,2
10246,1091,2
10247,1654,2
10248,271,2
10249,253,2
10250,1658,2
10251,426,2
10252,221,16
10253,1161,2
10254,1990,2
10255,390,32
10255,342,16
10255,1963,8
10255,1444,2
10255,921,256
10256,1370,2
10257,1773,2
10258,395,2
10258,744,2
10259,685,8
10260,1742,128
10260,1070,8
10261,1723,2
10262,1868,2
10263,1504,2
10264,1686,2
10265,202,2
10266,359,2
10267,813,2
10268,1289,16
10269,192,8
10269,517,16
10270,1936,2
10270,640,2
10271,1106,2
10271,1296,2
10271,720,2
10272,1617,2
10272,368,2
10273,1658,2
10274,816,2
10275,755,8
10275,1768,2
10275,739,64
10275,1900,2
10275,403,4
10276,1699,4
10277,1360,2
10278,1486,2
10279,1780,2
10279,21,2
10279,1692,2
10280,684,2
10281,318,4
10282,1209,32
10283,1076,2
10284,993,2
10284,1378,2
10284,1951,2
10284,1298,2
10285,1768,2
10286,507,2
10286,1737,2
10286,1597,2
10287,1625,8
10287,975,2
10287,1602,4
10287,1455,2
10288,1040,2
10288,1244,2
10288,1447,2
10289,103,2
10290,897,2
10291,1297,2
10292,1033,2
10293,374,2
10293,94,4
10294,1214,2
10295,862,2
10295,364,4
10295,465,2
10295,517,2
10296,203,2
10297,1197,4
10298,301,2
10299,283,2
10300,1571,2
10301,644,2
10301,443,2
10301,1060,4
10301,1401,2
10302,1891,2
10303,1295,2
10303,1455,2
10303,1336,256
10303,658,2
10303,110,4
10304,563,2
10305,1033,2
10305,1939,2
10306,237,2
10307,1014,2
10308,413,64
10309,881,2
10309,395,2
10310,1558,16
10311,353,2
10312,168,2
10313,761,2
10314,298,2
10315,1697,2
10316,228,2
10317,570,2
10318,1337,2
10319,1616,8
10320,1960,2
10321,399,4
10322,82,2
10323,832,2
10324,1987,2
10325,531,2
10326,832,4
10327,1477,4
10327,756,4
10327,171,2
10327,1587,4
10327,209,128
10328,742,2
10328,1642,32
10328,404,4
10329,681,2
10329,1547,4
10329,776,2
10329,1518,128
10329,947,2
10330,768,8
10331,1323,2
10332,1478,32
10333,1934,16
10334,1056,2
10334,85,2
10334,1559,2
10335,1362,2
10336,342,2
10337,1917,2
10338,22,2
10339,407,2
10340,1569,2
10341,1402,2
10342,25,16
10342,598,4
10343,684,2
10344,1468,2
10345,1448,2
10346,298,2
10347,451,2
10348,225,2
10349,87,2
10350,1761,4
10351,1493,2
10352,1005,2
10353,309,2
10354,1307,128
10354,1995,2
10355,108,8
10356,1363,32
10356,63,2
10357,1382,2
10358,1669,2
10359,144,2
10360,1846,2
10361,154,2
10362,51,2
10362,1847,2
10363,771,2
10364,1814,2
10364,726,2
10365,1905,2
10366,2000,2
10367,152,2
10368,220,2
10369,1771,2
10369,1006,2
10369,574,2
10370,177,2
10371,627,2
10372,388,2
10373,693,2
10374,867,2
10375,1391,2
10376,1565,2
10377,126,2
10378,1872,32
10379,342,2
10380,477,2
10381,802,2
10382,1042,2
10383,974,2
10384,842,16
10384,872,2
10384,1818,2
10385,1602,2
10385,1215,2
10385,369,2
10385,486,128
10386,580,4
10387,138,256
10388,1794,4
10389,1600,16
10389,110,2
10390,1840,2
10391,1437,2
10391,868,256
10391,1340,2
10392,1164,2
10392,697,2
10393,993,4
10394,1710,2
10395,35,2
10395,1179,2
10396,419,2
10397,345,2
10398,1376,2
10399,1255,2
10400,971,2
10400,930,8
10400,1760,2
10400,988,32
10400,389,2
10401,1995,2
10402,366,2
10403,1641,2
10404,187,2
10405,858,16
10405,1181,16
10406,1536,2
10407,1485,2
10407,775,2
10407,247,2
10407,821,2
10408,634,4
10409,924,2
10409,843,2
10409,2,16
10410,689,2
10410,133,2
10410,884,16
10410,549,2
10410,1407,2
10411,1971,2
10412,294,2
10413,1335,8
10414,943,2
10415,1029,2
10416,376,2
10417,830,2
10418,1022,2
10419,1225,2
10420,492,2
10421,909,8
10422,1388,2
10423,1369,2
10424,104,2
10425,318,2
10426,1960,2
10427,432,64
10428,931,128
10429,208,2
10429,1820,128
10430,1393,2
10430,1735,2
10430,1702,2
10431,399,2
10432,406,4
10433,1557,2
10433,496,2
10434,1828,256
10435,1490,16
10436,1111,16
10437,1138,2
10438,566,2
10438,315,2
10439,146,2
10439,1972,2
10439,1133,2
10439,116,2
10440,1622,64
10440,1959,2
10440,1294,8
10441,323,2
10441,1553,2
10441,1476,8
10441,1608,2
10442,453,2
10443,1184,2
10444,1707,2
10445,1215,2
10446,320,4
10447,79,2
10448,63,4
10449,339,2
10450,438,2
10451,1053,2
10452,257,2
10453,103,2
10454,401,2
10455,608,2
10456,1018,4
10457,478,2
10458,1273,2
10459,339,4
10459,297,2
10460,1633,32
10460,1505,2
10460,1466,2
10460,1800,16
10461,512,4
10462,1864,2
10463,137,2
10464,1178,2
10465,1136,2
10466,179,2
10467,1284,8
10467,335,2
10467,1553,2
10468,1577,4
10469,1916,128
10469,1416,2
10470,157,2
10471,268,2
10471,1707,2
10471,1217,2
10471,1794,2
10472,1999,2
10473,681,2
10474,822,2
10474,1932,2
10475,1445,2
10476,984,2
10477,485,2
10478,1669,2
10479,493,2
10480,959,2
10481,935,2
10482,1287,8
10483,736,2
10484,1329,2
10485,1348,2
10486,1169,2
10487,783,2
10488,1704,128
10489,48,256
10489,1146,2
10489,1946,2
10489,359,2
10489,1655,2
10490,293,2
10491,1463,128
10492,1765,2
10492,254,2
10493,1341,16
10494,284,2
10494,1225,8
10495,763,2
10496,1289,2
10497,1020,2
10498,1600,2
10498,1354,2
10498,730,2
10499,1121,2
10500,52,2
10500,245,2
10501,483,2
10502,1702,8
10503,385,2
10503,443,32
10503,580,2
10503,964,4
10504,1413,2
10505,675,2
10506,633,32
10507,1039,2
10508,94,16
10509,1118,2
10510,793,2
10510,1607,2
10510,165,2
10510,351,2
10511,1731,4
10512,418,2
10513,207,2
10514,1773,4
10514,1378,2
10515,209,256
10516,1531,2
10516,1327,2
10517,869,4
10518,157,2
10519,742,4
10520,1842,2
10520,1859,256
10520,1821,2
10520,956,2
10521,378,2
10522,1964,2
10523,1127,4
10524,524,2
10524,1184,2
10524,1532,4
10525,1000,2
10526,1906,2
10526,845,2
10526,805,32
10527,574,2
10528,1247,8
10529,743,2
10530,330,2
10530,1716,2
10531,651,2
10532,410,2
10532,1548,2
10532,283,2
10532,136,2
10532,1129,2
10533,329,2
10534,401,4
10534,1556,2
10535,54,2
10536,284,4
10537,1442,2
10538,1799,4
10539,307,64
10539,1079,2
10539,1935,256
10539,1005,2
10540,1259,2
10541,924,4
10541,792,2
10541,1517,2
10541,1762,2
10542,1720,4
10543,91,2
10544,1141,8
10544,666,2
10544,1550,16
10544,1572,2
10545,935,2
10546,1027,2
10547,389,2
10548,1788,2
10549,1965,2
10549,1489,2
10549,1922,2
10550,1113,2
10550,1645,4
10551,614,2
10552,1258,2
10553,1445,2
10554,951,2
10554,1797,2
10554,1613,256
10554,1011,2
10555,1891,2
10556,696,2
10557,1235,2
10557,427,32
10557,649,2
10558,1630,2
10559,1352,2
10560,531,4
10561,1622,2
10562,292,8
10563,1910,2
10564,919,2
10565,1942,2
10566,966,16
10567,1578,4
10567,321,2
10567,1018,2
10567,1852,2
10567,288,2
10568,1255,2
10569,1436,2
10570,1853,2
10571,1712,2
10572,1592,2
10573,695,2
10574,326,2
10575,1770,2
10576,628,64
10576,495,2
10576,686,2
10576,1500,8
10577,1984,2
10578,138,256
10579,1993,2
10580,1084,2
10581,1582,2
10582,439,32
10583,1988,2
10584,124,4
10585,1933,2
10585,1202,2
10585,388,2
10585,1214,4
10586,1136,2
10586,1389,2
10587,1963,2
10587,1988,2
10587,1626,2
10587,1879,64
10588,889,2
10589,762,2
10590,56,2
10590,1881,32
10590,275,2
10590,127,2
10590,904,4
10591,551,2
10592,24,2
10592,1112,256
10592,1735,128
10592,1848,2
10593,102,2
10593,1531,128
10593,907,2
10594,1762,2
10594,1942,2
10594,71,2
10594,518,2
10594,323,2
10595,1840,2
10595,1389,2
10596,993,2
10597,1398,2
10598,1858,64
10599,389,2
10600,732,2
10601,1632,2
10601,1413,2
10601,1046,2
10601,134,2
10602,147,4
10603,286,2
10603,583,2
10603,1466,2
10603,969,2
10603,758,2
10604,1775,2
10605,973,2
10606,521,8
10606,1842,2
10607,289,64
10607,994,2
10608,1711,2
10609,1903,2
10610,436,2
10611,1612,64
10612,895,2
10613,574,2
10613,710,2
10613,58,2
10613,1208,2
10613,1218,4
10614,1114,2
10614,638,2
10614,223,128
10614,49,2
10614,1136,2
10615,1047,32
10615,1349,2
10616,682,2
10617,716,2
10617,1652,4
10617,1211,2
10617,1482,2
10617,73,2
10618,1033,64
10618,1051,2
10619,362,2
10620,1766,2
10621,862,8
10622,1011,2
10623,1349,2
10624,1539,2
10625,1228,2
10626,471,2
10627,926,2
10628,1927,2
10629,307,256
10629,1498,2
10630,581,2
10631,1331,2
10631,612,2
10632,1029,2
10632,181,2
10632,112,2
10632,1761,2
10632,1814,2
10633,1421,2
10634,1431,2
10635,1140,2
10636,265,2
10637,386,2
10638,785,2
10639,339,2
10640,521,128
10641,755,2
10641,503,2
10641,1846,2
10642,1278,8
10643,677,2
10644,1087,32
10645,1602,2
10646,792,2
10647,1277,64
10648,1010,16
10649,189,2
10650,955,2
10651,1621,4
10651,422,32
10652,1620,2
10653,664,2
10654,475,2
10655,1365,2
10656,1711,2
10657,1290,2
10658,1382,2
10658,283,32
10659,1660,256
10659,1035,8
10659,1429,2
10659,1604,64
10660,122,2
10661,1684,4
10662,1180,2
10663,450,2
10664,1009,2
10665,1291,16
10666,935,256
10667,802,2
10668,51,2
10669,441,2
10669,1899,2
10669,1296,2
10669,1898,2
10669,851,2
10670,1813,2
10671,36,8
10672,371,256
10672,348,4
10672,1284,2
10673,188,2
10673,1493,2
10673,1673,2
10674,108,2
