406,"Amber Hybrid Beer",1000,3.33,2090,"Bell’s Expedition",119
407,"Light Lager",5000,7.54,1030,"Sierra Nevada Celebration Ale",496
408,"Strong Ale",1000,0.3,2040,"Dreadnaught IPA",294
409,"Fruit Beer",750,3.9,8050,"Oaked Arrogant Bastard Ale",124
410,Stout,5000,9.83,540,"Shakespeare Oatmeal",497
411,"Amber Hybrid Beer",750,4.64,1020,"Péché Mortel",400
412,"Fruit Beer",750,6.47,2840,"Founders Kentucky Breakfast",260
413,"Amber Hybrid Beer",5000,12.16,1880,"Westmalle Trappist Tripel",403
414,"Vegetable Beer",5000,12.33,1080,"Delirium Noctorum",55
415,"Wood-aged Beer",5000,10.45,1840,"Trappistes Rochefort 10",459
416,"English Pale Ale",330,11.2,1290,"Shakespeare Oatmeal",234
417,Stout,330,11.91,1830,"Westmalle Trappist Tripel",456
418,"Strong Ale",1000,2.94,2830,"Double Bastard Ale",254
419,"Wood-aged Beer",750,5.17,1050,"Trois Pistoles",181
420,"Vegetable Beer",1000,9.23,8020,"Chimay Grande Réserve",182
421,"Light Hybrid Beer",750,9.11,590,"Trappistes Rochefort 10",159
422,"English Pale Ale",330,5.1,8050,"Shakespeare Oatmeal",80
423,"German Wheat And Rye Beer",1000,0.1,550,"La Fin Du Monde",376
424,Pilsner,750,0.61,1080,"Stone IPA",177
425,Pilsner,330,12.06,1030,"Chocolate St",394
426,"Belgian Strong Ale",750,3.09,2840,"90 Minute IPA",423
427,Stout,5000,9.47,8020,"Bourbon County Stout",246
428,"Amber Hybrid Beer",5000,0.34,1830,"Stone IPA",149
429,"Strong Ale",5000,2.97,1830,"Shakespeare Oatmeal",292
430,"India Pale Ale",500,8.75,1550,"Dreadnaught IPA",432
431,"European Amber Lager",750,5.68,1230,"Alpha King Pale Ale",314
432,"Light Lager",750,5.99,1580,"Double Bastard Ale",166
433,Porter,330,4.92,1080,"Samuel Smith’s Oatmeal Stout",440
434,"European Amber Lager",750,0.8,1230,"Schneider Aventinus",227
435,"Light Hybrid Beer",5000,5.25,1280,"Racer 5 India Pale Ale, Bear Republic Bre",136
436,"India Pale Ale",5000,6.32,1820,"Schneider Aventinus",189
437,"German Wheat And Rye Beer",330,12.13,1580,"Pliny The Elder",281
438,"German Wheat And Rye Beer",330,1.79,550,"Delirium Noctorum",322
439,Porter,330,3.58,8030,"Ruination IPA",415
440,"Fruit Beer",750,6.2,1240,"Kirin Inchiban",305
441,"Light Hybrid Beer",500,0.51,580,"Sierra Nevada Bigfoot Barleywine Style Ale",132
442,"Light Hybrid Beer",330,11.25,8030,"Samuel Smith’s Oatmeal Stout",344
443,"Light Lager",330,10.47,1290,Duvel,272
444,"German Wheat And Rye Beer",330,10.08,590,"Founders Breakfast Stout",157
445,Bock,750,3.31,2030,"Yeti Imperial Stout",446
446,Porter,1000,6.34,1850,"Old Rasputin Russian Imperial Stout",472
447,Pilsner,750,12.24,520,"Trappistes Rochefort 8",53
448,"Dark Lager",750,12.15,1590,"Chocolate St",232
449,"English Brown Ale",750,4.78,580,"Schneider Aventinus",183
450,"Wood-aged Beer",500,0.21,1030,"Westmalle Trappist Tripel",32
451,Porter,1000,5.25,8030,"Kirin Inchiban",25
452,"Dark Lager",1000,4.72,1290,"Ten FIDY",358
453,"Amber Hybrid Beer",750,2.11,1580,"Stone Imperial Russian Stout",315
454,"Belgian And French Ale",5000,6.85,2040,"Brooklyn Black",347
455,"German Wheat And Rye Beer",750,11.7,1240,"Alpha King Pale Ale",60
456,"Merican Ale",5000,2.56,530,"Hercules Double IPA",115
457,"Sour Ale",5000,4.89,2020,"Celebrator Doppelbock",418
458,"India Pale Ale",330,11.72,1050,"Sublimely Self-Righteous Ale",335
459,Bock,5000,8.37,520,"Delirium Noctorum",101
460,"English Brown Ale",5000,5.52,2830,"Hercules Double IPA",446
461,"Vegetable Beer",750,9.71,8090,"Stone Imperial Russian Stout",342
462,"European Amber Lager",5000,10.83,540,"Two Hearted Ale",269
463,Bock,1000,3.95,1530,"Pliny The Elder",79
464,Smoke-flavored,750,2.3,1290,"Chimay Grande Réserve",259
465,"Sour Ale",5000,7.35,1530,"Chocolate St",476
466,"German Wheat And Rye Beer",1000,12.32,1050,"Storm King Stout",129
467,Bock,750,5.93,8040,"La Fin Du Monde",473
468,"English Brown Ale",500,4.48,8080,"Nugget Nectar",163
469,"English Brown Ale",500,0.22,1830,"Stone IPA",465
470,"Light Hybrid Beer",750,11.1,1580,"HopSlam Ale",136
471,Stout,330,1.36,590,"Trois Pistoles",310
472,Porter,750,8.21,1590,"Weihenstephaner Hefeweissbier",353
473,"European Amber Lager",750,2.1,1530,Hennepin,484
474,"English Pale Ale",330,10.46,2880,"Trappistes Rochefort 10",234
475,Bock,1000,4.62,1850,"Hercules Double IPA",317
476,"Light Hybrid Beer",500,3.04,1280,"Sapporo Premium",228
477,"Amber Hybrid Beer",5000,9.57,1040,"Edmund Fitzgerald Porter",330
478,Smoke-flavored,1000,3.83,530,"St. Bernardus Abt 12",395
479,"Amber Hybrid Beer",330,2.34,2880,"Edmund Fitzgerald Porter",203
480,Bock,5000,7.02,1550,"Oak Aged Yeti Imperial Stout",449
481,"Amber Hybrid Beer",5000,4.18,2880,"HopSlam Ale",351
482,Stout,750,2.39,520,"Trappistes Rochefort 10",414
483,"Wood-aged Beer",750,4.69,1030,Maudite,265
484,"Merican Ale",750,11.14,1080,"Schneider Aventinus",183
485,"Wood-aged Beer",500,11.26,1290,"Ten FIDY",484
486,"Light Lager",330,0.16,1550,"Stone Imperial Russian Stout",50
487,Pilsner,750,11.71,1830,"Stone Imperial Russian Stout",458
488,"Strong Ale",500,8.99,1080,"Chocolate St",438
489,Smoke-flavored,750,5.46,1280,"Weihenstephaner Hefeweissbier",239
490,"Vegetable Beer",500,3.36,1540,"Oaked Arrogant Bastard Ale",56
491,"German Wheat And Rye Beer",1000,7.21,2890,"Delirium Noctorum",33
492,"Light Lager",5000,3.68,8020,"Oak Aged Yeti Imperial Stout",115
493,"Strong Ale",500,10.89,1050,"Hop Rod Rye",327
494,"Merican Ale",1000,3.44,8090,"Sierra Nevada Celebration Ale",360
495,"Light Lager",500,5.52,2880,"St. Bernardus Abt 12",128
496,Stout,500,10.26,2830,"Edmund Fitzgerald Porter",243
497,Porter,5000,1.41,1220,"Storm King Stout",55
498,"Light Hybrid Beer",330,10.57,1840,"Delirium Noctorum",480
499,"Belgian And French Ale",5000,4.28,2050,Hennepin,154
500,Smoke-flavored,500,1.59,1830,"HopSlam Ale",75
501,"Scottish And Irish Ale",500,11.67,1890,"Racer 5 India Pale Ale, Bear Republic Bre",228
502,Porter,1000,1.69,2090,"Founders Breakfast Stout",341
503,"Strong Ale",330,9.03,1290,"Orval Trappist Ale",390
504,"Scottish And Irish Ale",1000,0.09,1590,"HopSlam Ale",104
505,"Strong Ale",5000,2.87,1240,"Arrogant Bastard Ale",182
506,"India Pale Ale",500,6.66,1240,"Two Hearted Ale",323
507,"Light Hybrid Beer",750,11.66,1030,"Hop Rod Rye",87
508,"Belgian Strong Ale",1000,2.55,1840,"Sierra Nevada Bigfoot Barleywine Style Ale",138
509,Porter,330,5.95,1540,Maudite,182
510,"Merican Ale",5000,2.93,1890,"Oak Aged Yeti Imperial Stout",499
511,"Merican Ale",750,5.87,2850,"Bourbon County Stout",14
512,Smoke-flavored,500,4.02,2040,"Delirium Noctorum",382
513,"Amber Hybrid Beer",330,7.81,520,"Westmalle Trappist Tripel",155
514,"Light Hybrid Beer",1000,4.99,1220,"Bell’s Expedition",182
515,"English Pale Ale",500,1.32,2080,"Ten FIDY",171
516,"Fruit Beer",1000,1.17,8040,Maharaj,8
517,"English Brown Ale",500,2.97,2880,"Nugget Nectar",106
518,"German Wheat And Rye Beer",1000,10.35,8090,"Samuel Smith’s Oatmeal Stout",422
519,Stout,750,0.12,8050,"HopSlam Ale",350
520,Porter,1000,12.04,1530,"Samuel Smith’s Oatmeal Stout",485
521,"Vegetable Beer",500,4.35,1090,"Dreadnaught IPA",15
522,Smoke-flavored,1000,3.28,2850,"Shakespeare Oatmeal",262
523,"English Pale Ale",1000,9.98,1230,Hennepin,406
524,"European Amber Lager",1000,11.92,1230,"Péché Mortel",9
525,"Fruit Beer",330,8.49,1820,"Stone IPA",21
526,"Strong Ale",5000,11.98,1540,"Trappistes Rochefort 8",76
527,"Light Hybrid Beer",5000,6.43,1530,Maharaj,264
528,"Sour Ale",750,12.4,580,"Sierra Nevada Bigfoot Barleywine Style Ale",498
529,Bock,330,0.83,1050,"Weihenstephaner Hefeweissbier",254
530,"Scottish And Irish Ale",750,0.99,1540,"Kirin Inchiban",193
531,"Amber Hybrid Beer",330,5.29,1850,"Arrogant Bastard Ale",457
532,"Light Hybrid Beer",1000,3.56,1590,"Pliny The Elder",112
533,"Sour Ale",500,1.26,1880,"La Fin Du Monde",261
534,"Fruit Beer",500,3.01,1020,"Double Bastard Ale",25
535,Stout,5000,5.24,1020,"Pliny The Elder",33
536,Pilsner,750,8.1,1830,"Péché Mortel",271
537,"India Pale Ale",1000,9.17,1240,"Stone Imperial Russian Stout",479
538,"English Pale Ale",1000,3.17,520,"Alpha King Pale Ale",187
539,"Belgian Strong Ale",330,8.53,590,"Oak Aged Yeti Imperial Stout",171
540,"Belgian And French Ale",330,4.28,1230,Duvel,155
541,"Wood-aged Beer",330,9.94,2030,"Nugget Nectar",483
542,"Wood-aged Beer",5000,3.31,8050,"Schneider Aventinus",259
543,"Strong Ale",500,2.92,1530,Duvel,315
544,Bock,5000,5.93,1220,"Trappistes Rochefort 10",239
545,"English Pale Ale",5000,1.0,580,"Double Bastard Ale",125
546,"Amber Hybrid Beer",750,6.76,1020,"St. Bernardus Abt 12",29
547,Porter,1000,12.13,1290,"Hercules Double IPA",22
548,"English Pale Ale",500,2.32,540,"Celebrator Doppelbock",150
549,"Amber Hybrid Beer",5000,3.99,8020,"Founders Kentucky Breakfast",146
550,Smoke-flavored,500,9.08,8030,"Sierra Nevada Celebration Ale",405
551,"Merican Ale",5000,8.8,8040,"Yeti Imperial Stout",395
552,"Strong Ale",5000,6.6,1890,"Founders Breakfast Stout",291
553,"German Wheat And Rye Beer",500,11.48,530,Maharaj,318
554,Pilsner,330,12.11,1250,"La Fin Du Monde",450
555,Porter,330,3.7,1080,"Hop Rod Rye",91
556,"Scottish And Irish Ale",330,6.23,8020,"Péché Mortel",25
557,Porter,750,12.83,1050,"Trappistes Rochefort 8",165
558,"Fruit Beer",330,4.59,1280,"Brooklyn Black",99
559,"Light Lager",330,4.33,1030,"Sierra Nevada Bigfoot Barleywine Style Ale",90
560,Stout,500,2.73,1530,"Samuel Smith’s Imperial IPA",290
561,"European Amber Lager",330,4.3,1540,"Westmalle Trappist Tripel",69
562,"European Amber Lager",5000,8.56,530,"Stone IPA",243
563,"Strong Ale",750,2.35,1290,"Stone IPA",283
564,Smoke-flavored,750,1.89,2850,"Weihenstephaner Hefeweissbier",119
565,Bock,5000,8.26,1020,"Racer 5 India Pale Ale, Bear Republic Bre",465
566,"Light Lager",5000,12.39,2830,"Oak Aged Yeti Imperial Stout",262
567,"Belgian And French Ale",5000,6.68,530,"HopSlam Ale",412
568,"Dark Lager",750,9.77,1020,"Dreadnaught IPA",161
569,"English Brown Ale",500,0.23,1280,"Nugget Nectar",173
570,"Dark Lager",5000,5.02,590,"Samuel Smith’s Oatmeal Stout",237
571,"Vegetable Beer",750,12.51,1890,"Péché Mortel",372
572,"Light Lager",750,10.05,530,"Nugget Nectar",469
573,"European Amber Lager",1000,0.55,1530,"St. Bernardus Abt 12",62
574,"German Wheat And Rye Beer",500,10.21,1890,Hennepin,426
575,Pilsner,1000,6.53,530,"Weihenstephaner Hefeweissbier",37
576,"Strong Ale",5000,10.24,8050,"Racer 5 India Pale Ale, Bear Republic Bre",346
577,Pilsner,330,6.46,1830,"Old Rasputin Russian Imperial Stout",147
578,"Dark Lager",330,11.92,550,"Oak Aged Yeti Imperial Stout",131
579,"English Pale Ale",330,2.36,1240,"Nugget Nectar",313
580,"Fruit Beer",1000,6.33,530,"Delirium Tremens",75
581,"German Wheat And Rye Beer",330,9.73,1580,"Oaked Arrogant Bastard Ale",480
582,Porter,500,7.5,8090,"Hop Rod Rye",178
583,"India Pale Ale",1000,5.4,1540,"Weihenstephaner Hefeweissbier",73
584,"India Pale Ale",330,0.87,1880,"Celebrator Doppelbock",179
585,Bock,500,1.99,1020,"Bell’s Expedition",491
586,"Sour Ale",5000,10.06,1890,"Storm King Stout",432
587,Pilsner,1000,1.69,1230,"Delirium Noctorum",418
588,Bock,1000,0.91,530,"90 Minute IPA",77
589,"German Wheat And Rye Beer",330,0.07,1080,"Bourbon County Stout",96
590,"India Pale Ale",1000,5.48,2880,"Founders Breakfast Stout",453
591,"Wood-aged Beer",5000,10.08,2830,"Brooklyn Black",334
592,"German Wheat And Rye Beer",330,7.78,2880,"La Fin Du Monde",249
593,Bock,750,4.27,2840,"Delirium Tremens",71
594,"Wood-aged Beer",1000,10.78,2830,"Trois Pistoles",371
595,"India Pale Ale",750,3.93,1080,"Péché Mortel",446
596,"Fruit Beer",500,10.75,1290,"Two Hearted Ale",73
597,"India Pale Ale",5000,1.62,2890,"Double Bastard Ale",380
598,"Light Lager",500,2.62,1290,"Trappistes Rochefort 8",379
599,"Dark Lager",500,8.38,1590,"Double Bastard Ale",259
600,"Vegetable Beer",1000,3.96,1830,"Sierra Nevada Bigfoot Barleywine Style Ale",404
601,Stout,750,2.17,1530,Duvel,164
602,"Wood-aged Beer",1000,8.03,1230,"Stone Imperial Russian Stout",462
603,"Dark Lager",500,5.88,2090,"Péché Mortel",373
604,"Sour Ale",750,10.26,8020,"Brooklyn Black",259
605,"German Wheat And Rye Beer",1000,11.82,1830,Maharaj,246
606,"Fruit Beer",750,10.64,1050,"Samuel Smith’s Oatmeal Stout",22
607,"Sour Ale",330,8.74,8080,"Arrogant Bastard Ale",102
608,"Light Hybrid Beer",500,11.66,1050,"Celebrator Doppelbock",350
609,"English Pale Ale",750,8.93,8080,"Ruination IPA",485
610,"English Pale Ale",500,9.34,2840,"Storm King Stout",123
611,"European Amber Lager",750,6.59,1030,Maudite,293
612,"Dark Lager",1000,11.29,1590,"Celebrator Doppelbock",367
613,"Dark Lager",5000,6.36,550,"Péché Mortel",393
614,"Merican Ale",5000,1.67,2020,"Founders Kentucky Breakfast",89
615,"India Pale Ale",1000,2.73,1050,"Weihenstephaner Hefeweissbier",351
616,"Strong Ale",750,0.8,1840,"Delirium Tremens",196
617,"Dark Lager",330,10.88,1030,Duvel,96
618,"Strong Ale",500,8.26,1220,"Racer 5 India Pale Ale, Bear Republic Bre",285
619,"Fruit Beer",750,5.75,1540,Maharaj,325
620,"German Wheat And Rye Beer",330,0.71,2030,"Trappistes Rochefort 8",282
621,"Light Hybrid Beer",1000,1.22,2020,"Péché Mortel",179
622,"English Brown Ale",5000,3.63,1030,"Ruination IPA",206
623,Smoke-flavored,750,3.3,550,"Delirium Noctorum",494
624,"Scottish And Irish Ale",330,3.17,2840,"Old Rasputin Russian Imperial Stout",199
625,Porter,500,6.16,1590,Maudite,292
626,"Belgian And French Ale",750,3.97,1220,"Weihenstephaner Hefeweissbier",206
627,"Merican Ale",1000,5.97,1250,"Bourbon County Stout",451
628,"Belgian Strong Ale",5000,11.15,8090,"Trappistes Rochefort 8",149
629,Stout,750,1.72,1250,"Stone IPA",249
630,"German Wheat And Rye Beer",500,8.3,1090,"Westmalle Trappist Tripel",113
631,"Belgian And French Ale",1000,6.95,8020,"Nugget Nectar",462
632,"Vegetable Beer",1000,2.33,1290,"Sierra Nevada Bigfoot Barleywine Style Ale",409
633,Smoke-flavored,750,6.7,1590,"Westmalle Trappist Tripel",36
634,"European Amber Lager",750,3.65,1290,"Old Rasputin Russian Imperial Stout",26
635,"English Brown Ale",5000,12.62,530,"Péché Mortel",40
636,"Belgian Strong Ale",330,1.39,2830,"Dreadnaught IPA",488
637,"Vegetable Beer",750,5.8,2840,"Founders Kentucky Breakfast",390
638,Pilsner,1000,6.06,1550,"Schneider Aventinus",478
639,"Sour Ale",5000,9.2,8080,"Trappistes Rochefort 10",349
640,"English Pale Ale",750,8.2,1530,"Chimay Grande Réserve",72
641,"Fruit Beer",750,1.72,2890,"Oaked Arrogant Bastard Ale",257
642,"English Pale Ale",5000,9.59,1530,"Sapporo Premium",393
643,"Dark Lager",330,5.99,2080,"Yeti Imperial Stout",295
644,"Light Lager",330,2.18,2850,Hennepin,139
645,"German Wheat And Rye Beer",1000,10.95,1890,"Samuel Smith’s Imperial IPA",468
646,"Belgian And French Ale",1000,3.53,1030,"Arrogant Bastard Ale",469
647,"Vegetable Beer",330,6.85,2890,Hennepin,473
648,"Fruit Beer",750,0.23,1590,"Péché Mortel",227
649,"Dark Lager",5000,12.32,1830,"Hercules Double IPA",241
650,Pilsner,5000,8.39,1590,"Trappistes Rochefort 10",342
651,"Scottish And Irish Ale",330,10.68,1050,"Bourbon County Stout",359
652,Smoke-flavored,500,11.68,2820,"Kirin Inchiban",440
653,"Scottish And Irish Ale",750,9.74,1250,"Samuel Smith’s Imperial IPA",317
654,"Wood-aged Beer",500,4.27,2830,"Dreadnaught IPA",327
655,Smoke-flavored,750,0.12,590,"Nugget Nectar",186
656,"Light Lager",330,6.83,1240,"Racer 5 India Pale Ale, Bear Republic Bre",10
657,"Amber Hybrid Beer",330,5.37,1520,"Westmalle Trappist Tripel",465
658,"German Wheat And Rye Beer",1000,11.91,1030,"Kirin Inchiban",179
659,"Strong Ale",750,12.67,1580,"Schneider Aventinus",52
660,Pilsner,1000,1.36,1890,"Hop Rod Rye",115
661,"Belgian Strong Ale",1000,3.94,1090,"Oak Aged Yeti Imperial Stout",151
662,"Scottish And Irish Ale",500,10.19,8040,"Samuel Smith’s Imperial IPA",232
663,"Fruit Beer",500,3.33,2830,"Oak Aged Yeti Imperial Stout",77
664,"Belgian Strong Ale",1000,5.93,2020,"Storm King Stout",348
665,"Scottish And Irish Ale",330,4.5,1220,"Stone IPA",170
666,Pilsner,500,5.85,1080,"Edmund Fitzgerald Porter",483
667,Porter,5000,12.23,1550,"Storm King Stout",127
668,"Strong Ale",330,0.28,8050,"Stone IPA",161
669,"Scottish And Irish Ale",1000,12.03,2020,"Storm King Stout",84
670,"European Amber Lager",750,1.53,1850,"Sublimely Self-Righteous Ale",96
671,"Light Hybrid Beer",500,9.89,540,"Racer 5 India Pale Ale, Bear Republic Bre",108
672,"English Brown Ale",5000,9.11,8030,"Chocolate St",377
673,"Amber Hybrid Beer",330,2.41,1080,"Bell’s Expedition",434
674,"Sour Ale",5000,12.85,2090,"Chimay Grande Réserve",322
675,Stout,750,5.3,1880,"Nugget Nectar",457
676,"Wood-aged Beer",330,7.91,8030,"St. Bernardus Abt 12",380
677,"Belgian Strong Ale",5000,2.64,2850,"Bell’s Expedition",492
678,"Dark Lager",5000,3.19,1030,"Delirium Noctorum",437
679,"Fruit Beer",500,1.67,2820,"Ten FIDY",345
680,"Strong Ale",5000,5.76,2030,"Schneider Aventinus",480
681,"India Pale Ale",750,12.24,530,"Dreadnaught IPA",476
682,"Strong Ale",500,9.1,8080,"Pliny The Elder",251
683,"Vegetable Beer",1000,9.09,2850,"Sapporo Premium",401
684,"English Pale Ale",330,7.67,1240,"Alpha King Pale Ale",232
685,"Vegetable Beer",750,4.53,1040,"Sierra Nevada Bigfoot Barleywine Style Ale",191
686,"English Brown Ale",330,10.58,2030,"Stone Imperial Russian Stout",133
687,"Wood-aged Beer",5000,2.5,8020,"Yeti Imperial Stout",233
688,"India Pale Ale",500,10.16,2050,"Samuel Smith’s Imperial IPA",462
689,"Light Hybrid Beer",330,6.26,2840,"Celebrator Doppelbock",18
690,Smoke-flavored,1000,11.45,580,"Westmalle Trappist Tripel",450
691,"Belgian And French Ale",500,4.24,1590,"Double Bastard Ale",310
692,"Light Hybrid Beer",330,7.39,1030,"Sierra Nevada Bigfoot Barleywine Style Ale",148
693,"Belgian And French Ale",330,10.59,1820,"Brooklyn Black",252
694,"Belgian And French Ale",5000,12.94,2840,"Kirin Inchiban",82
695,"Amber Hybrid Beer",330,3.1,1520,"Weihenstephaner Hefeweissbier",317
696,"European Amber Lager",330,2.17,2850,Duvel,170
697,"Vegetable Beer",750,6.96,1530,"Kirin Inchiban",228
698,"Strong Ale",330,5.04,1280,"St. Bernardus Abt 12",399
699,Porter,750,9.88,1890,"Sublimely Self-Righteous Ale",50
700,"Scottish And Irish Ale",500,12.13,1240,"Pliny The Elder",233
701,"Light Hybrid Beer",330,2.93,1820,"St. Bernardus Abt 12",139
702,Bock,750,8.47,2090,"Pliny The Elder",457
703,"India Pale Ale",500,8.41,1520,"Alpha King Pale Ale",436
704,"Vegetable Beer",330,3.61,2820,"Two Hearted Ale",404
705,"Belgian Strong Ale",330,6.8,1890,Maudite,40
706,"Light Lager",5000,11.46,1890,"Founders Breakfast Stout",302
707,"Sour Ale",500,7.55,8040,"Celebrator Doppelbock",304
708,"Sour Ale",5000,3.87,1020,"Trappistes Rochefort 8",128
709,Stout,330,4.47,8020,"Sierra Nevada Bigfoot Barleywine Style Ale",317
710,Bock,5000,0.22,1820,"Dreadnaught IPA",322
711,Porter,500,6.88,1220,"Ruination IPA",101
712,"English Brown Ale",1000,8.94,1540,"Sublimely Self-Righteous Ale",277
713,Stout,330,2.88,1520,"Oak Aged Yeti Imperial Stout",183
714,Bock,330,5.36,2890,"Weihenstephaner Hefeweissbier",262
715,Pilsner,500,6.69,8030,"Stone IPA",106
716,Pilsner,500,12.48,8020,"Alpha King Pale Ale",210
717,"Vegetable Beer",330,11.18,1250,"Founders Kentucky Breakfast",2
718,"Belgian And French Ale",5000,2.84,1230,"Oaked Arrogant Bastard Ale",355
719,Pilsner,750,1.74,1230,"Delirium Tremens",471
720,"Light Hybrid Beer",5000,1.29,1280,"Péché Mortel",254
721,"Belgian Strong Ale",330,6.35,2030,"Chimay Grande Réserve",102
722,"Sour Ale",1000,4.76,2040,"Westmalle Trappist Tripel",208
723,"Dark Lager",330,5.86,1880,"Chimay Grande Réserve",241
724,"India Pale Ale",330,4.82,1230,"Two Hearted Ale",123
725,Smoke-flavored,500,6.89,1890,"Sierra Nevada Celebration Ale",444
726,"Sour Ale",330,11.08,1540,"Storm King Stout",18
727,"Belgian And French Ale",500,1.43,590,"Westmalle Trappist Tripel",222
728,"Belgian And French Ale",330,4.08,1090,"Kirin Inchiban",148
729,"Belgian And French Ale",330,7.11,580,"Sierra Nevada Celebration Ale",454
730,"English Brown Ale",500,0.8,1080,Duvel,229
731,Smoke-flavored,5000,0.49,1050,"Sublimely Self-Righteous Ale",23
732,"Belgian Strong Ale",750,11.12,1580,"Pliny The Elder",117
733,"Scottish And Irish Ale",750,0.09,1550,"Sierra Nevada Celebration Ale",466
734,"German Wheat And Rye Beer",5000,11.61,590,Duvel,313
735,"Sour Ale",1000,6.88,8040,Hennepin,484
736,Pilsner,1000,5.63,1290,"Dreadnaught IPA",377
737,"European Amber Lager",500,4.51,2840,"Hop Rod Rye",174
738,"Strong Ale",5000,7.93,580,"Nugget Nectar",205
739,"Light Hybrid Beer",750,6.06,1840,"Double Bastard Ale",106
740,Stout,750,1.27,1850,"Bell’s Expedition",329
741,Porter,1000,5.89,1280,"Old Rasputin Russian Imperial Stout",454
742,"Wood-aged Beer",5000,4.46,1540,"Weihenstephaner Hefeweissbier",165
743,"Fruit Beer",500,5.85,1230,Duvel,410
744,"English Pale Ale",330,7.35,8090,"Samuel Smith’s Oatmeal Stout",280
745,"Scottish And Irish Ale",330,0.97,8030,Maudite,143
746,"Wood-aged Beer",1000,10.66,1830,"Sapporo Premium",165
747,"Vegetable Beer",5000,5.87,1550,"HopSlam Ale",198
748,"English Brown Ale",5000,6.43,1090,"Kirin Inchiban",425
749,"Wood-aged Beer",1000,11.77,1020,"Sierra Nevada Bigfoot Barleywine Style Ale",482
750,"Dark Lager",330,1.02,1540,"La Fin Du Monde",434
751,"Fruit Beer",330,10.38,8050,"Pliny The Elder",260
752,"English Pale Ale",5000,9.06,1530,"Bourbon County Stout",60
753,"Light Lager",500,9.1,1550,"Dreadnaught IPA",409
754,Stout,330,1.01,2830,Duvel,42
755,"German Wheat And Rye Beer",500,10.76,2840,"Trappistes Rochefort 8",456
756,"Scottish And Irish Ale",1000,7.21,1590,"Storm King Stout",263
757,"German Wheat And Rye Beer",1000,2.33,2890,"Sierra Nevada Celebration Ale",321
758,"Merican Ale",750,8.34,1590,"Stone Imperial Russian Stout",376
759,Smoke-flavored,750,10.22,1240,"Ten FIDY",256
760,"English Brown Ale",1000,7.84,1090,"Samuel Smith’s Imperial IPA",204
761,"Belgian Strong Ale",500,8.58,1040,"Dreadnaught IPA",195
762,"Sour Ale",750,11.19,2050,"Double Bastard Ale",262
763,Porter,1000,6.16,1280,"Sierra Nevada Celebration Ale",144
764,Smoke-flavored,5000,4.43,2050,"Edmund Fitzgerald Porter",181
765,"Merican Ale",5000,4.26,2820,"Kirin Inchiban",249
766,Smoke-flavored,330,8.05,2020,"Samuel Smith’s Oatmeal Stout",8
767,"Belgian And French Ale",1000,10.95,540,"Sapporo Premium",496
768,"Light Lager",330,1.17,1840,"Oaked Arrogant Bastard Ale",174
769,"Fruit Beer",330,0.23,1530,"St. Bernardus Abt 12",415
770,"Light Lager",5000,3.02,2880,Maharaj,492
771,"English Pale Ale",5000,8.49,2850,"Samuel Smith’s Imperial IPA",453
772,"English Brown Ale",500,4.74,1540,"Trois Pistoles",398
773,Pilsner,1000,7.73,2020,"Chimay Grande Réserve",211
774,"Scottish And Irish Ale",5000,9.9,590,Duvel,407
775,"Belgian Strong Ale",5000,6.19,8030,Maharaj,398
776,"Sour Ale",330,8.01,1240,"Chimay Grande Réserve",423
777,"Belgian And French Ale",500,3.7,540,"Sapporo Premium",382
778,"Light Lager",330,8.96,1240,"Samuel Smith’s Imperial IPA",448
779,"German Wheat And Rye Beer",500,5.73,2890,"Alpha King Pale Ale",333
780,"Scottish And Irish Ale",330,12.32,1240,"Sierra Nevada Bigfoot Barleywine Style Ale",290
781,"Belgian And French Ale",1000,1.33,1830,"Péché Mortel",4
782,"Belgian Strong Ale",330,1.47,2080,"St. Bernardus Abt 12",307
783,"European Amber Lager",1000,4.56,530,"Dreadnaught IPA",299
784,"Amber Hybrid Beer",1000,0.69,1550,"Sierra Nevada Celebration Ale",13
785,Stout,500,9.66,1540,"Pliny The Elder",249
786,"European Amber Lager",5000,0.37,8040,"Old Rasputin Russian Imperial Stout",478
787,"Merican Ale",5000,4.14,2820,"Yeti Imperial Stout",197
788,"Strong Ale",500,3.63,2040,"Sierra Nevada Celebration Ale",382
789,"Merican Ale",330,9.58,1030,"90 Minute IPA",134
790,"Amber Hybrid Beer",750,2.46,2880,"Bell’s Expedition",300
791,"Vegetable Beer",330,11.21,1830,Maudite,106
792,"India Pale Ale",5000,10.71,1040,Maudite,35
793,Smoke-flavored,750,7.92,1880,"Trois Pistoles",167
794,"India Pale Ale",750,0.95,540,"Trois Pistoles",331
795,"Wood-aged Beer",750,1.82,8080,"Bourbon County Stout",257
796,Stout,5000,0.43,1230,"HopSlam Ale",343
797,"English Brown Ale",1000,9.08,1520,"Celebrator Doppelbock",235
798,"Vegetable Beer",1000,12.57,1090,"Orval Trappist Ale",131
799,"Dark Lager",500,6.92,8040,"Samuel Smith’s Oatmeal Stout",479
800,Porter,500,10.95,1030,"Ruination IPA",65
801,"European Amber Lager",330,11.29,1050,"Sapporo Premium",311
802,Stout,5000,9.17,2030,"Brooklyn Black",66
803,Stout,500,1.81,580,"Yeti Imperial Stout",75
804,Pilsner,330,10.22,1820,"Bourbon County Stout",163
805,"Sour Ale",5000,12.84,1540,"Hop Rod Rye",344
